,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
1870,Verkehrsunfälle,mit Personenschäden,2004,02,240.0
1871,Verkehrsunfälle,mit Personenschäden,2004,03,321.0
1872,Verkehrsunfälle,mit Personenschäden,2004,04,388.0
1873,Verkehrsunfälle,mit Personenschäden,2004,05,476.0
1874,Verkehrsunfälle,mit Personenschäden,2004,06,491.0
1875,Verkehrsunfälle,mit Personenschäden,2004,07,646.0
1876,Verkehrsunfälle,mit Personenschäden,2004,08,584.0
1877,Verkehrsunfälle,mit Personenschäden,2004,09,541.0
1878,Verkehrsunfälle,mit Personenschäden,2004,10,465.0
1879,Verkehrsunfälle,mit Personenschäden,2004,11,360.0
1880,Verkehrsunfälle,mit Personenschäden,2004,12,416.0
1882,Verkehrsunfälle,mit Personenschäden,2003,01,282.0
1883,Verkehrsunfälle,mit Personenschäden,2003,02,232.0
1884,Verkehrsunfälle,mit Personenschäden,2003,03,374.0
1885,Verkehrsunfälle,mit Personenschäden,2003,04,429.0
1886,Verkehrsunfälle,mit Personenschäden,2003,05,510.0
1887,Verkehrsunfälle,mit Personenschäden,2003,06,566.0
1888,Verkehrsunfälle,mit Personenschäden,2003,07,538.0
1889,Verkehrsunfälle,mit Personenschäden,2003,08,461.0
1890,Verkehrsunfälle,mit Personenschäden,2003,09,452.0
1891,Verkehrsunfälle,mit Personenschäden,2003,10,466.0
1892,Verkehrsunfälle,mit Personenschäden,2003,11,359.0
1893,Verkehrsunfälle,mit Personenschäden,2003,12,383.0
1895,Verkehrsunfälle,mit Personenschäden,2002,01,328.0
1896,Verkehrsunfälle,mit Personenschäden,2002,02,316.0
1897,Verkehrsunfälle,mit Personenschäden,2002,03,414.0
1898,Verkehrsunfälle,mit Personenschäden,2002,04,432.0
1899,Verkehrsunfälle,mit Personenschäden,2002,05,537.0
1900,Verkehrsunfälle,mit Personenschäden,2002,06,675.0
1901,Verkehrsunfälle,mit Personenschäden,2002,07,711.0
1902,Verkehrsunfälle,mit Personenschäden,2002,08,479.0
1903,Verkehrsunfälle,mit Personenschäden,2002,09,509.0
1904,Verkehrsunfälle,mit Personenschäden,2002,10,467.0
1905,Verkehrsunfälle,mit Personenschäden,2002,11,448.0
1906,Verkehrsunfälle,mit Personenschäden,2002,12,304.0
1908,Verkehrsunfälle,mit Personenschäden,2001,01,354.0
1909,Verkehrsunfälle,mit Personenschäden,2001,02,343.0
1910,Verkehrsunfälle,mit Personenschäden,2001,03,426.0
1911,Verkehrsunfälle,mit Personenschäden,2001,04,454.0
1912,Verkehrsunfälle,mit Personenschäden,2001,05,655.0
1913,Verkehrsunfälle,mit Personenschäden,2001,06,560.0
1914,Verkehrsunfälle,mit Personenschäden,2001,07,755.0
1915,Verkehrsunfälle,mit Personenschäden,2001,08,510.0
1916,Verkehrsunfälle,mit Personenschäden,2001,09,497.0
1917,Verkehrsunfälle,mit Personenschäden,2001,10,581.0
1918,Verkehrsunfälle,mit Personenschäden,2001,11,436.0
1919,Verkehrsunfälle,mit Personenschäden,2001,12,377.0
1920,Verkehrsunfälle,mit Personenschäden,2000,01,321.0
1921,Verkehrsunfälle,mit Personenschäden,2000,02,329.0
1922,Verkehrsunfälle,mit Personenschäden,2000,03,414.0
1923,Verkehrsunfälle,mit Personenschäden,2000,04,441.0
1924,Verkehrsunfälle,mit Personenschäden,2000,05,568.0
1925,Verkehrsunfälle,mit Personenschäden,2000,06,555.0
1926,Verkehrsunfälle,mit Personenschäden,2000,07,610.0
1927,Verkehrsunfälle,mit Personenschäden,2000,08,525.0
1928,Verkehrsunfälle,mit Personenschäden,2000,09,557.0
1929,Verkehrsunfälle,mit Personenschäden,2000,10,493.0
1930,Verkehrsunfälle,mit Personenschäden,2000,11,461.0
1931,Verkehrsunfälle,mit Personenschäden,2000,12,403.0
1983,Verkehrsunfälle,Verletzte und Getötete,2020,01,360.0
1984,Verkehrsunfälle,Verletzte und Getötete,2020,02,355.0
1985,Verkehrsunfälle,Verletzte und Getötete,2020,03,334.0
1986,Verkehrsunfälle,Verletzte und Getötete,2020,04,363.0
1987,Verkehrsunfälle,Verletzte und Getötete,2020,05,464.0
1988,Verkehrsunfälle,Verletzte und Getötete,2020,06,585.0
1989,Verkehrsunfälle,Verletzte und Getötete,2020,07,821.0
1990,Verkehrsunfälle,Verletzte und Getötete,2020,08,563.0
1991,Verkehrsunfälle,Verletzte und Getötete,2020,09,634.0
1992,Verkehrsunfälle,Verletzte und Getötete,2020,10,566.0
1993,Verkehrsunfälle,Verletzte und Getötete,2020,11,348.0
1994,Verkehrsunfälle,Verletzte und Getötete,2020,12,311.0
1996,Verkehrsunfälle,Verletzte und Getötete,2019,01,297.0
1997,Verkehrsunfälle,Verletzte und Getötete,2019,02,345.0
1998,Verkehrsunfälle,Verletzte und Getötete,2019,03,427.0
1999,Verkehrsunfälle,Verletzte und Getötete,2019,04,515.0
2000,Verkehrsunfälle,Verletzte und Getötete,2019,05,484.0
2001,Verkehrsunfälle,Verletzte und Getötete,2019,06,710.0
2002,Verkehrsunfälle,Verletzte und Getötete,2019,07,898.0
2003,Verkehrsunfälle,Verletzte und Getötete,2019,08,532.0
2004,Verkehrsunfälle,Verletzte und Getötete,2019,09,609.0
2005,Verkehrsunfälle,Verletzte und Getötete,2019,10,591.0
2006,Verkehrsunfälle,Verletzte und Getötete,2019,11,453.0
2007,Verkehrsunfälle,Verletzte und Getötete,2019,12,378.0
2009,Verkehrsunfälle,Verletzte und Getötete,2018,01,350.0
2010,Verkehrsunfälle,Verletzte und Getötete,2018,02,328.0
2011,Verkehrsunfälle,Verletzte und Getötete,2018,03,383.0
2012,Verkehrsunfälle,Verletzte und Getötete,2018,04,619.0
2013,Verkehrsunfälle,Verletzte und Getötete,2018,05,640.0
2014,Verkehrsunfälle,Verletzte und Getötete,2018,06,732.0
2015,Verkehrsunfälle,Verletzte und Getötete,2018,07,852.0
2016,Verkehrsunfälle,Verletzte und Getötete,2018,08,529.0
2017,Verkehrsunfälle,Verletzte und Getötete,2018,09,645.0
2018,Verkehrsunfälle,Verletzte und Getötete,2018,10,616.0
2019,Verkehrsunfälle,Verletzte und Getötete,2018,11,485.0
2020,Verkehrsunfälle,Verletzte und Getötete,2018,12,348.0
2022,Verkehrsunfälle,Verletzte und Getötete,2017,01,307.0
2023,Verkehrsunfälle,Verletzte und Getötete,2017,02,334.0
2024,Verkehrsunfälle,Verletzte und Getötete,2017,03,486.0
2025,Verkehrsunfälle,Verletzte und Getötete,2017,04,439.0
2026,Verkehrsunfälle,Verletzte und Getötete,2017,05,631.0
2027,Verkehrsunfälle,Verletzte und Getötete,2017,06,668.0
2028,Verkehrsunfälle,Verletzte und Getötete,2017,07,752.0
2029,Verkehrsunfälle,Verletzte und Getötete,2017,08,504.0
2030,Verkehrsunfälle,Verletzte und Getötete,2017,09,546.0
2031,Verkehrsunfälle,Verletzte und Getötete,2017,10,572.0
2032,Verkehrsunfälle,Verletzte und Getötete,2017,11,443.0
2033,Verkehrsunfälle,Verletzte und Getötete,2017,12,376.0
2035,Verkehrsunfälle,Verletzte und Getötete,2016,01,380.0
2036,Verkehrsunfälle,Verletzte und Getötete,2016,02,351.0
2037,Verkehrsunfälle,Verletzte und Getötete,2016,03,370.0
2038,Verkehrsunfälle,Verletzte und Getötete,2016,04,545.0
2039,Verkehrsunfälle,Verletzte und Getötete,2016,05,602.0
2040,Verkehrsunfälle,Verletzte und Getötete,2016,06,691.0
2041,Verkehrsunfälle,Verletzte und Getötete,2016,07,742.0
2042,Verkehrsunfälle,Verletzte und Getötete,2016,08,540.0
2043,Verkehrsunfälle,Verletzte und Getötete,2016,09,759.0
2044,Verkehrsunfälle,Verletzte und Getötete,2016,10,559.0
2045,Verkehrsunfälle,Verletzte und Getötete,2016,11,489.0
2046,Verkehrsunfälle,Verletzte und Getötete,2016,12,381.0
2048,Verkehrsunfälle,Verletzte und Getötete,2015,01,334.0
2049,Verkehrsunfälle,Verletzte und Getötete,2015,02,321.0
2050,Verkehrsunfälle,Verletzte und Getötete,2015,03,471.0
2051,Verkehrsunfälle,Verletzte und Getötete,2015,04,598.0
2052,Verkehrsunfälle,Verletzte und Getötete,2015,05,604.0
2053,Verkehrsunfälle,Verletzte und Getötete,2015,06,673.0
2054,Verkehrsunfälle,Verletzte und Getötete,2015,07,809.0
2055,Verkehrsunfälle,Verletzte und Getötete,2015,08,546.0
2056,Verkehrsunfälle,Verletzte und Getötete,2015,09,614.0
2057,Verkehrsunfälle,Verletzte und Getötete,2015,10,569.0
2058,Verkehrsunfälle,Verletzte und Getötete,2015,11,506.0
2059,Verkehrsunfälle,Verletzte und Getötete,2015,12,479.0
2061,Verkehrsunfälle,Verletzte und Getötete,2014,01,412.0
2062,Verkehrsunfälle,Verletzte und Getötete,2014,02,372.0
2063,Verkehrsunfälle,Verletzte und Getötete,2014,03,559.0
2064,Verkehrsunfälle,Verletzte und Getötete,2014,04,549.0
2065,Verkehrsunfälle,Verletzte und Getötete,2014,05,671.0
2066,Verkehrsunfälle,Verletzte und Getötete,2014,06,656.0
2067,Verkehrsunfälle,Verletzte und Getötete,2014,07,783.0
2068,Verkehrsunfälle,Verletzte und Getötete,2014,08,517.0
2069,Verkehrsunfälle,Verletzte und Getötete,2014,09,620.0
2070,Verkehrsunfälle,Verletzte und Getötete,2014,10,652.0
2071,Verkehrsunfälle,Verletzte und Getötete,2014,11,464.0
2072,Verkehrsunfälle,Verletzte und Getötete,2014,12,413.0
2074,Verkehrsunfälle,Verletzte und Getötete,2013,01,320.0
2075,Verkehrsunfälle,Verletzte und Getötete,2013,02,326.0
2076,Verkehrsunfälle,Verletzte und Getötete,2013,03,350.0
2077,Verkehrsunfälle,Verletzte und Getötete,2013,04,523.0
2078,Verkehrsunfälle,Verletzte und Getötete,2013,05,530.0
2079,Verkehrsunfälle,Verletzte und Getötete,2013,06,734.0
2080,Verkehrsunfälle,Verletzte und Getötete,2013,07,976.0
2081,Verkehrsunfälle,Verletzte und Getötete,2013,08,645.0
2082,Verkehrsunfälle,Verletzte und Getötete,2013,09,617.0
2083,Verkehrsunfälle,Verletzte und Getötete,2013,10,595.0
2084,Verkehrsunfälle,Verletzte und Getötete,2013,11,483.0
2085,Verkehrsunfälle,Verletzte und Getötete,2013,12,423.0
2087,Verkehrsunfälle,Verletzte und Getötete,2012,01,338.0
2088,Verkehrsunfälle,Verletzte und Getötete,2012,02,290.0
2089,Verkehrsunfälle,Verletzte und Getötete,2012,03,526.0
2090,Verkehrsunfälle,Verletzte und Getötete,2012,04,485.0
2091,Verkehrsunfälle,Verletzte und Getötete,2012,05,719.0
2092,Verkehrsunfälle,Verletzte und Getötete,2012,06,681.0
2093,Verkehrsunfälle,Verletzte und Getötete,2012,07,730.0
2094,Verkehrsunfälle,Verletzte und Getötete,2012,08,635.0
2095,Verkehrsunfälle,Verletzte und Getötete,2012,09,632.0
2096,Verkehrsunfälle,Verletzte und Getötete,2012,10,580.0
2097,Verkehrsunfälle,Verletzte und Getötete,2012,11,471.0
2098,Verkehrsunfälle,Verletzte und Getötete,2012,12,317.0
2100,Verkehrsunfälle,Verletzte und Getötete,2011,01,328.0
2101,Verkehrsunfälle,Verletzte und Getötete,2011,02,343.0
2102,Verkehrsunfälle,Verletzte und Getötete,2011,03,425.0
2103,Verkehrsunfälle,Verletzte und Getötete,2011,04,604.0
2104,Verkehrsunfälle,Verletzte und Getötete,2011,05,765.0
2105,Verkehrsunfälle,Verletzte und Getötete,2011,06,472.0
2106,Verkehrsunfälle,Verletzte und Getötete,2011,07,637.0
2107,Verkehrsunfälle,Verletzte und Getötete,2011,08,487.0
2108,Verkehrsunfälle,Verletzte und Getötete,2011,09,519.0
2109,Verkehrsunfälle,Verletzte und Getötete,2011,10,481.0
2110,Verkehrsunfälle,Verletzte und Getötete,2011,11,438.0
2111,Verkehrsunfälle,Verletzte und Getötete,2011,12,370.0
2113,Verkehrsunfälle,Verletzte und Getötete,2010,01,192.0
2114,Verkehrsunfälle,Verletzte und Getötete,2010,02,247.0
2115,Verkehrsunfälle,Verletzte und Getötete,2010,03,341.0
2116,Verkehrsunfälle,Verletzte und Getötete,2010,04,216.0
2117,Verkehrsunfälle,Verletzte und Getötete,2010,05,389.0
2118,Verkehrsunfälle,Verletzte und Getötete,2010,06,517.0
2119,Verkehrsunfälle,Verletzte und Getötete,2010,07,721.0
2120,Verkehrsunfälle,Verletzte und Getötete,2010,08,481.0
2121,Verkehrsunfälle,Verletzte und Getötete,2010,09,534.0
2122,Verkehrsunfälle,Verletzte und Getötete,2010,10,524.0
2123,Verkehrsunfälle,Verletzte und Getötete,2010,11,383.0
2124,Verkehrsunfälle,Verletzte und Getötete,2010,12,277.0
2126,Verkehrsunfälle,Verletzte und Getötete,2009,01,223.0
2127,Verkehrsunfälle,Verletzte und Getötete,2009,02,340.0
2128,Verkehrsunfälle,Verletzte und Getötete,2009,03,245.0
2129,Verkehrsunfälle,Verletzte und Getötete,2009,04,416.0
2130,Verkehrsunfälle,Verletzte und Getötete,2009,05,535.0
2131,Verkehrsunfälle,Verletzte und Getötete,2009,06,443.0
2132,Verkehrsunfälle,Verletzte und Getötete,2009,07,556.0
2133,Verkehrsunfälle,Verletzte und Getötete,2009,08,466.0
2134,Verkehrsunfälle,Verletzte und Getötete,2009,09,452.0
2135,Verkehrsunfälle,Verletzte und Getötete,2009,10,432.0
2136,Verkehrsunfälle,Verletzte und Getötete,2009,11,366.0
2137,Verkehrsunfälle,Verletzte und Getötete,2009,12,391.0
2139,Verkehrsunfälle,Verletzte und Getötete,2008,01,307.0
2140,Verkehrsunfälle,Verletzte und Getötete,2008,02,340.0
2141,Verkehrsunfälle,Verletzte und Getötete,2008,03,254.0
2142,Verkehrsunfälle,Verletzte und Getötete,2008,04,355.0
2143,Verkehrsunfälle,Verletzte und Getötete,2008,05,534.0
2144,Verkehrsunfälle,Verletzte und Getötete,2008,06,473.0
2145,Verkehrsunfälle,Verletzte und Getötete,2008,07,538.0
2146,Verkehrsunfälle,Verletzte und Getötete,2008,08,480.0
2147,Verkehrsunfälle,Verletzte und Getötete,2008,09,422.0
2148,Verkehrsunfälle,Verletzte und Getötete,2008,10,455.0
2149,Verkehrsunfälle,Verletzte und Getötete,2008,11,321.0
2150,Verkehrsunfälle,Verletzte und Getötete,2008,12,272.0
2152,Verkehrsunfälle,Verletzte und Getötete,2007,01,268.0
2153,Verkehrsunfälle,Verletzte und Getötete,2007,02,277.0
2154,Verkehrsunfälle,Verletzte und Getötete,2007,03,347.0
2155,Verkehrsunfälle,Verletzte und Getötete,2007,04,500.0
2156,Verkehrsunfälle,Verletzte und Getötete,2007,05,591.0
2157,Verkehrsunfälle,Verletzte und Getötete,2007,06,535.0
2158,Verkehrsunfälle,Verletzte und Getötete,2007,07,511.0
2159,Verkehrsunfälle,Verletzte und Getötete,2007,08,422.0
2160,Verkehrsunfälle,Verletzte und Getötete,2007,09,462.0
2161,Verkehrsunfälle,Verletzte und Getötete,2007,10,491.0
2162,Verkehrsunfälle,Verletzte und Getötete,2007,11,405.0
2163,Verkehrsunfälle,Verletzte und Getötete,2007,12,414.0
2165,Verkehrsunfälle,Verletzte und Getötete,2006,01,364.0
2166,Verkehrsunfälle,Verletzte und Getötete,2006,02,279.0
2167,Verkehrsunfälle,Verletzte und Getötete,2006,03,375.0
2168,Verkehrsunfälle,Verletzte und Getötete,2006,04,387.0
2169,Verkehrsunfälle,Verletzte und Getötete,2006,05,564.0
2170,Verkehrsunfälle,Verletzte und Getötete,2006,06,479.0
2171,Verkehrsunfälle,Verletzte und Getötete,2006,07,787.0
2172,Verkehrsunfälle,Verletzte und Getötete,2006,08,513.0
2173,Verkehrsunfälle,Verletzte und Getötete,2006,09,490.0
2174,Verkehrsunfälle,Verletzte und Getötete,2006,10,632.0
2175,Verkehrsunfälle,Verletzte und Getötete,2006,11,468.0
2176,Verkehrsunfälle,Verletzte und Getötete,2006,12,466.0
2178,Verkehrsunfälle,Verletzte und Getötete,2005,01,306.0
2179,Verkehrsunfälle,Verletzte und Getötete,2005,02,282.0
2180,Verkehrsunfälle,Verletzte und Getötete,2005,03,385.0
2181,Verkehrsunfälle,Verletzte und Getötete,2005,04,514.0
2182,Verkehrsunfälle,Verletzte und Getötete,2005,05,618.0
2183,Verkehrsunfälle,Verletzte und Getötete,2005,06,729.0
2184,Verkehrsunfälle,Verletzte und Getötete,2005,07,675.0
2185,Verkehrsunfälle,Verletzte und Getötete,2005,08,582.0
2186,Verkehrsunfälle,Verletzte und Getötete,2005,09,825.0
2187,Verkehrsunfälle,Verletzte und Getötete,2005,10,568.0
2188,Verkehrsunfälle,Verletzte und Getötete,2005,11,458.0
2189,Verkehrsunfälle,Verletzte und Getötete,2005,12,460.0
2191,Verkehrsunfälle,Verletzte und Getötete,2004,01,377.0
2192,Verkehrsunfälle,Verletzte und Getötete,2004,02,310.0
2193,Verkehrsunfälle,Verletzte und Getötete,2004,03,403.0
2194,Verkehrsunfälle,Verletzte und Getötete,2004,04,461.0
2195,Verkehrsunfälle,Verletzte und Getötete,2004,05,600.0
2196,Verkehrsunfälle,Verletzte und Getötete,2004,06,598.0
2197,Verkehrsunfälle,Verletzte und Getötete,2004,07,811.0
2198,Verkehrsunfälle,Verletzte und Getötete,2004,08,584.0
2199,Verkehrsunfälle,Verletzte und Getötete,2004,09,659.0
2200,Verkehrsunfälle,Verletzte und Getötete,2004,10,561.0
2201,Verkehrsunfälle,Verletzte und Getötete,2004,11,439.0
2202,Verkehrsunfälle,Verletzte und Getötete,2004,12,416.0
2204,Verkehrsunfälle,Verletzte und Getötete,2003,01,358.0
2205,Verkehrsunfälle,Verletzte und Getötete,2003,02,308.0
2206,Verkehrsunfälle,Verletzte und Getötete,2003,03,476.0
2207,Verkehrsunfälle,Verletzte und Getötete,2003,04,535.0
2208,Verkehrsunfälle,Verletzte und Getötete,2003,05,632.0
2209,Verkehrsunfälle,Verletzte und Getötete,2003,06,723.0
2210,Verkehrsunfälle,Verletzte und Getötete,2003,07,644.0
2211,Verkehrsunfälle,Verletzte und Getötete,2003,08,577.0
2212,Verkehrsunfälle,Verletzte und Getötete,2003,09,560.0
2213,Verkehrsunfälle,Verletzte und Getötete,2003,10,595.0
2214,Verkehrsunfälle,Verletzte und Getötete,2003,11,464.0
2215,Verkehrsunfälle,Verletzte und Getötete,2003,12,493.0
2217,Verkehrsunfälle,Verletzte und Getötete,2002,01,431.0
2218,Verkehrsunfälle,Verletzte und Getötete,2002,02,393.0
2219,Verkehrsunfälle,Verletzte und Getötete,2002,03,520.0
2220,Verkehrsunfälle,Verletzte und Getötete,2002,04,521.0
2221,Verkehrsunfälle,Verletzte und Getötete,2002,05,654.0
2222,Verkehrsunfälle,Verletzte und Getötete,2002,06,833.0
2223,Verkehrsunfälle,Verletzte und Getötete,2002,07,865.0
2224,Verkehrsunfälle,Verletzte und Getötete,2002,08,601.0
2225,Verkehrsunfälle,Verletzte und Getötete,2002,09,621.0
2226,Verkehrsunfälle,Verletzte und Getötete,2002,10,630.0
2227,Verkehrsunfälle,Verletzte und Getötete,2002,11,563.0
2228,Verkehrsunfälle,Verletzte und Getötete,2002,12,394.0
2230,Verkehrsunfälle,Verletzte und Getötete,2001,01,448.0
2231,Verkehrsunfälle,Verletzte und Getötete,2001,02,439.0
2232,Verkehrsunfälle,Verletzte und Getötete,2001,03,535.0
2233,Verkehrsunfälle,Verletzte und Getötete,2001,04,578.0
2234,Verkehrsunfälle,Verletzte und Getötete,2001,05,817.0
2235,Verkehrsunfälle,Verletzte und Getötete,2001,06,679.0
2236,Verkehrsunfälle,Verletzte und Getötete,2001,07,921.0
2237,Verkehrsunfälle,Verletzte und Getötete,2001,08,600.0
2238,Verkehrsunfälle,Verletzte und Getötete,2001,09,643.0
2239,Verkehrsunfälle,Verletzte und Getötete,2001,10,717.0
2240,Verkehrsunfälle,Verletzte und Getötete,2001,11,568.0
2241,Verkehrsunfälle,Verletzte und Getötete,2001,12,507.0
2242,Verkehrsunfälle,Verletzte und Getötete,2000,01,434.0
2243,Verkehrsunfälle,Verletzte und Getötete,2000,02,419.0
2244,Verkehrsunfälle,Verletzte und Getötete,2000,03,509.0
2245,Verkehrsunfälle,Verletzte und Getötete,2000,04,557.0
2246,Verkehrsunfälle,Verletzte und Getötete,2000,05,675.0
2247,Verkehrsunfälle,Verletzte und Getötete,2000,06,685.0
2248,Verkehrsunfälle,Verletzte und Getötete,2000,07,744.0
2249,Verkehrsunfälle,Verletzte und Getötete,2000,08,647.0
2250,Verkehrsunfälle,Verletzte und Getötete,2000,09,675.0
2251,Verkehrsunfälle,Verletzte und Getötete,2000,10,615.0
2252,Verkehrsunfälle,Verletzte und Getötete,2000,11,578.0
2253,Verkehrsunfälle,Verletzte und Getötete,2000,12,515.0
